Course,Sect,Professor Name,Total,A,A-,A+,B,B-,B+,C,C-,C+,D,D-,D+,Fs,Withdraw,Other
ENEE381,102,,13,2,1,0,3,1,2,0,0,0,0,0,0,0,0,4
ENEE381,201,"Lawson, Wesley Grant",13,1,1,2,1,0,0,0,0,0,0,0,0,1,1,6
ENEE381,202,,21,4,3,3,0,0,1,1,0,0,0,0,0,0,0,9
ENEE381,SH01,"Romero, Danilo B.",7,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1
ENEE381H,101,,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ENEE408A,101,"Hawkins, William",20,14,1,0,0,0,0,0,0,0,0,0,0,0,0,5
ENEE408D,101,"Abshire, Pamela A.",27,4,3,9,2,0,1,0,0,0,0,0,0,0,0,8
ENEE408G,101,"Shamma, Shihab",8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENEE408I,101,"Blankenship, Gilmer L.",19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENEE408R,101,"Gomez, Romel Del Rosario",30,8,1,15,0,0,0,0,0,0,0,0,0,0,0,6
ENEE408T,101,"Beaudoin, Brian Louis",14,4,4,1,0,1,1,0,0,0,0,0,0,0,0,3
ENEE408U,SH01,"Leng, Yongzhang",6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENEE413,101,"Daniels, Kevin M",33,25,0,0,0,0,1,0,0,0,0,0,0,0,2,5
ENEE417,101,"Gomez, Romel Del Rosario",8,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1
ENEE425,101,"Babadi, Behtash",21,6,3,2,0,0,0,0,0,0,0,0,0,0,1,9
ENEE426,101,"Shayman, Mark A.",21,5,1,0,0,0,2,0,0,0,0,0,0,0,0,13
ENEE428,101,"Tretter, Steven Alan",8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ENEE439M,101,"Ulukus, Sennur",42,7,6,7,2,1,3,0,0,0,0,0,0,0,1,15
ENEE440,101,"Hawkins, William",30,7,3,1,2,0,0,1,0,0,0,0,0,0,4,12
ENEE445,101,"Hawkins, William",11,6,0,0,0,0,0,0,0,0,0,0,0,1,0,4
ENEE446,101,"Yeung, Donald",71,14,6,1,4,0,4,0,0,0,0,0,0,2,7,33
ENEE447,101,"Franklin, Manoj",16,3,4,0,3,0,1,0,0,0,0,0,0,0,0,5
ENEE447,102,,16,5,1,1,0,0,1,0,0,0,0,0,0,0,0,8
ENEE447,103,,16,2,3,2,0,0,4,0,0,0,0,0,0,0,0,5
ENEE447,104,,16,3,1,1,0,0,4,0,0,0,0,0,0,0,0,7
ENEE461,101,,14,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0
ENEE461,102,,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ENEE461,103,,12,4,0,6,0,0,0,0,0,0,0,0,0,0,0,2
ENEE461,104,,13,7,0,3,0,0,0,0,0,0,0,0,0,0,0,3
ENEE463,101,"Abed, Eyad H",32,4,3,5,3,1,2,0,0,0,0,0,0,0,1,13
ENEE473,101,"Bowen, David",12,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ENEE473,102,,12,7,0,0,1,0,0,0,0,0,0,0,0,0,0,4
ENEE475,101,"Mayergoyz, Isaak",54,45,1,0,1,0,1,0,0,0,0,0,0,0,1,5
ENEE489E,SH01,"Romero, Danilo B.",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENEE489M,101,"Antonsen, Thomas M.",13,8,1,2,1,0,0,0,0,0,0,0,0,1,0,0
ENEE489Q,101,"Goldhar, Julius",18,10,0,0,0,0,0,0,0,0,0,0,0,0,1,7
ENEE496,101,"Dagenais, Mario",6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
ENEE498K,101,"Yadav, Apurv Kumar",18,4,1,0,4,0,3,0,0,0,0,0,0,0,0,6
ENEE601,101,"Iliadis, Agisilaos",11,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0
ENEE611,101,"Horiuchi, Timothy",6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENEE621,101,"Ephremides, Anthony",27,7,0,0,6,0,0,3,0,0,0,0,0,0,0,11
ENEE627,101,"Narayan, Prakash",30,4,0,1,7,1,8,0,0,0,0,0,0,0,0,9
ENEE631,101,"Liu, KJ Ray",14,8,1,0,0,0,0,0,0,0,0,0,0,1,0,4
ENEE632,101,"Espy-Wilson, Carol Y.",8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
ENEE640,101,"Srivastava, Ankur",15,10,0,3,0,0,0,0,0,0,0,0,0,0,0,2
ENEE645,101,"Barua, Rajeev K.",15,5,3,2,0,0,2,0,0,0,0,0,0,0,0,3
ENEE651,101,"Vishkin, Uzi",22,6,3,0,0,0,1,0,0,0,0,0,0,0,3,9
ENEE661,101,"Krishnaprasad, Perinkulam",12,2,7,1,1,0,0,0,0,0,0,0,0,0,0,1
ENEE664,101,"Tits, Andre L.",12,3,2,1,1,0,3,0,0,0,0,0,0,0,0,2
ENEE681,101,"Antonsen, Thomas M.",8,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0
ENEE691,101,"Dagenais, Mario",9,4,0,1,0,0,1,0,0,0,0,0,0,0,2,1
ENEE698C,101,"Baras, John S.",6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENEE698P,101,"Ulukus, Sennur",70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69
ENEE698Q,101,"JaJa, Joseph F.",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
ENEE789A,101,"Gong, Cheng",9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,6
ENEE899,401,"Chellappa, Ramalingam",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ENES100,101,"Galczynski, Michael Christopher",35,25,0,9,0,0,0,0,0,0,0,0,0,0,0,1
ENES100,102,"Eagle, W Ethan",34,18,1,14,1,0,0,0,0,0,0,0,0,0,0,0
ENES100,201,"Galczynski, Michael Christopher",34,22,3,8,0,0,0,0,0,0,0,0,0,0,0,1
ENES100,202,"Cumings, John",34,23,2,7,0,0,2,0,0,0,0,0,0,0,0,0
ENES100,301,"Danielak, Brian Adam",32,16,0,12,1,0,0,0,0,0,0,0,0,0,1,2
ENES100,302,"Young, Jarred Alexander",31,14,0,12,1,0,1,0,0,0,0,0,0,0,0,3
ENES100,401,"Calabro, Kevin Michael",34,21,4,8,0,0,0,0,0,0,0,0,0,0,0,1
ENES100,402,"Danielak, Brian Adam",34,16,0,14,1,0,0,0,0,0,0,0,0,0,0,3
ENES100,501,"Danielak, Brian Adam",34,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0
ENES100,601,"Calabro, Kevin Michael",35,25,4,3,0,0,0,0,0,0,0,0,0,0,0,3
ENES100,602,"Kriesberg, David",14,5,3,0,1,0,0,0,0,0,0,0,0,0,0,5
ENES100,701,"Myers, Taylor Macks",23,14,0,7,0,0,0,0,0,0,0,0,0,0,0,2
ENES100A,101,"Galczynski, Michael Christopher",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENES100A,102,"Eagle, W Ethan",6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ENES100A,201,"Galczynski, Michael Christopher",7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3
ENES100A,202,"Cumings, John",5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENES100A,301,"Danielak, Brian Adam",8,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENES100A,302,"Young, Jarred Alexander",8,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENES100A,401,"Calabro, Kevin Michael",5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENES100A,402,"Danielak, Brian Adam",6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ENES100A,501,"Danielak, Brian Adam",6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ENES100A,601,"Calabro, Kevin Michael",5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENES100A,602,"Kriesberg, David",26,12,6,2,2,1,3,0,0,0,0,0,0,0,0,0
ENES100A,701,"Myers, Taylor Macks",16,6,0,9,0,0,0,0,0,0,0,0,0,0,0,1
ENES102,101,"Pertmer, Gary A.",45,18,0,3,3,0,1,0,0,0,0,0,0,0,1,19
ENES102,301,"Beigel, Thomas Howard",50,15,3,1,6,0,0,0,0,0,0,0,0,0,1,24
ENES102,601,"Beigel, Thomas Howard",51,9,1,3,7,0,1,1,0,0,0,0,0,1,1,27
ENES102,701,"Beigel, Thomas Howard",49,15,1,2,9,0,0,1,0,0,0,0,0,0,1,20
ENES102,801,"Galczynski, Michael Christopher",51,23,3,7,0,0,1,0,0,0,0,0,0,0,1,16
ENES108,101,"Maldonado, Migdalia",7,3,0,0,2,0,0,0,0,0,0,0,0,0,0,2
ENES108,102,"Maldonado, Migdalia",18,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ENES114,101,"Lebrun, Liza",25,19,0,0,3,0,0,0,0,0,0,0,0,0,1,2
ENES116,101,"Perrigan, Veronica A.",34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENES140,101,"Green, James Vaughn",250,44,46,24,10,7,17,0,0,0,0,0,0,1,8,93
ENES140,201,"Green, James Vaughn",252,46,37,20,12,7,19,1,1,0,0,0,0,4,6,99
ENES140,301,"Green, James Vaughn",250,27,32,17,19,4,17,1,1,3,0,0,0,5,8,116
ENES140,401,"Green, James Vaughn",165,20,39,10,5,2,8,0,2,0,0,0,0,6,8,65
ENES140,501,"Green, James Vaughn",14,4,1,0,0,0,1,0,0,1,0,0,0,0,1,6
ENES140,601,"Green, James Vaughn",16,3,4,4,1,0,2,0,0,0,0,0,0,0,0,2
ENES140,701,"Green, James Vaughn",12,2,3,0,0,0,1,0,0,0,0,0,0,0,0,6
ENES140,801,"Green, James Vaughn",10,2,4,0,0,1,0,0,0,0,0,0,0,0,1,2
ENES140,901,"Green, James Vaughn",6,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3
ENES140,1001,"Green, James Vaughn",11,2,2,5,0,0,0,0,0,0,0,0,0,0,1,1
ENES192,101,"Eagle, W Ethan",5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
ENES210,101,"Green, James Vaughn",121,29,27,11,6,6,7,0,0,0,0,0,0,7,3,25
ENES210,102,"Green, James Vaughn",126,27,33,16,4,4,8,0,0,0,0,0,0,6,10,18
ENES210,103,"Green, James Vaughn",119,37,34,16,3,3,6,0,0,0,0,0,0,0,2,18
ENES210,104,"Green, James Vaughn",120,30,39,2,5,0,9,0,0,0,0,0,0,4,2,29
ENES210,105,"Green, James Vaughn",121,27,38,5,6,6,10,0,0,0,0,0,0,4,4,21
ENES210,106,"Green, James Vaughn",121,39,38,9,3,1,11,0,0,0,0,0,0,3,1,16
ENES210,107,"Green, James Vaughn",120,32,39,11,3,3,9,0,0,1,0,0,0,0,3,19
ENES210,108,"Green, James Vaughn",120,26,39,17,5,1,3,0,0,0,0,0,0,3,2,24
ENES214,101,,19,13,0,0,0,0,0,0,0,0,0,0,0,0,1,5
ENES216,101,,17,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ENES216,102,,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENES220,101,"Bonenberger, Robert Joseph",61,21,0,4,4,0,2,0,0,0,0,0,0,2,2,26
ENES220,103,"Bonenberger, Robert Joseph",63,13,0,2,5,0,1,0,0,0,0,0,0,2,2,38
ENES220,105,"Han, Bongtae",62,6,4,7,3,3,3,0,0,0,0,0,0,0,1,35
ENES220,106,"Li, Teng",59,10,0,2,9,0,5,0,0,0,0,0,0,0,0,33
ENES221,101,"McAvoy, Patrick Charles",48,2,4,1,2,2,0,0,0,0,0,0,0,1,2,34
ENES221,102,"Duncan, James H.",49,3,3,2,2,1,2,0,0,0,0,0,0,0,2,34
ENES221,104,"McAvoy, Patrick Charles",49,5,4,0,2,0,2,1,0,0,1,0,0,1,1,32
ENES232,101,"Hamel, Catherine M.",58,10,3,25,3,0,4,0,0,0,0,0,0,0,0,13
ENES232,102,"Hamel, Catherine M.",58,9,5,18,1,0,2,0,0,0,0,0,0,0,0,23
ENES232,201,"Hamel, Catherine M.",59,6,4,23,1,0,4,0,1,0,0,0,0,0,1,19
ENES232,202,"Cadou, Christopher",40,13,6,0,1,1,1,1,0,1,0,0,0,4,0,12
ENES232,301,"Young, Jarred Alexander",57,10,0,19,0,0,1,0,0,0,0,0,0,1,1,25
ENES232,601,"Young, Jarred Alexander",57,15,0,24,1,0,3,0,0,0,0,0,0,1,0,13
ENES305,101,"Fourney, William L.",12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ENES317,102,"Chapman, Natasha Hanako",47,14,7,15,1,0,2,0,0,0,0,0,0,1,1,6
ENES460,101,,19,5,4,0,2,0,3,0,0,0,0,0,0,0,0,5
ENES461,101,"Green, James Vaughn",280,63,43,63,12,2,12,0,0,1,0,0,0,3,6,75
ENES461,201,"Green, James Vaughn",116,19,21,25,4,7,3,1,0,1,0,0,0,5,4,26
ENES462,101,"Green, James Vaughn",37,27,5,5,0,0,0,0,0,0,0,0,0,0,0,0
ENES466,101,"Pratt, Michael Reed",36,4,5,5,1,0,4,0,0,0,0,0,0,0,0,17
ENES472,101,"Chapman, Natasha Hanako",27,4,5,11,0,0,2,0,0,0,0,0,0,0,0,5
ENES481,101,,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENES489P,101,"Baras, John S.",30,5,5,0,4,1,7,0,0,0,0,0,0,0,1,7
ENES489P,201,,21,4,4,0,1,0,0,0,0,0,0,0,0,0,0,12
ENES498E,101,"Woodard, Ben",15,3,0,11,0,0,0,0,0,0,0,0,0,0,0,1
ENES601,101,"Chembo, Yanne Kouomou",25,3,0,2,0,0,0,0,0,0,0,0,0,0,0,20
ENES603,101,"Wereley, Norman M.",18,8,0,0,0,0,0,0,0,0,0,0,0,1,0,9
ENES604,101,"Srivastava, Ankur",6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2
ENES662,PLM1,"Green, James Vaughn",16,2,0,5,0,1,0,0,0,0,0,0,0,2,2,4
ENES663,PLM1,,18,8,1,0,0,1,0,0,0,0,0,0,0,2,2,4
ENES666,PLM1,,15,1,2,2,0,0,1,0,0,0,0,0,0,0,0,9
ENES667,PLM1,,15,2,1,2,1,0,1,0,0,0,0,0,0,0,0,8
ENES672,PLM1,"Komisky, Mark",11,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4
ENFP101,101,"Sunderland, Peter B.",10,4,2,0,0,0,2,0,0,0,0,0,0,0,0,2
ENFP201,101,"diMarzo, Marino",13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8
ENFP310,101,"Isman, Kenneth Edward",21,4,6,6,0,0,2,0,0,0,0,0,0,0,0,3
ENFP312,101,"diMarzo, Marino",21,5,2,1,1,1,2,0,0,0,0,0,0,0,0,9
ENFP350,102,"Wills, Rosalie Faith",32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENFP410,101,"Isman, Kenneth Edward",38,3,4,13,1,0,5,0,0,0,0,0,0,0,0,12
ENFP411,101,"Milke, James A.",32,6,5,0,1,1,3,0,0,0,0,0,0,0,0,16
ENFP413,101,"Milke, James A.",35,17,3,0,3,1,1,0,0,0,0,0,0,0,0,10
ENFP420,101,"Sunderland, Peter B.",8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,3
ENFP420,102,,5,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
ENFP426,101,"Trouve, Arnaud C.",14,1,2,3,0,0,0,1,0,0,0,0,0,0,0,7
ENFP426,102,,20,3,3,1,0,0,1,0,0,0,0,0,0,0,0,12
ENFP429,501,"Stoliarov, Stanislav I.",7,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1
ENFP429,1101,"Isman, Kenneth Edward",8,2,2,3,0,0,0,0,0,0,0,0,0,0,1,0
ENFP429,1201,"Ryder, Noah Lael",11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENFP465,101,"Ryder, Noah Lael",15,0,5,2,2,0,2,0,0,0,0,0,0,0,0,4
ENFP652,EF01,,19,9,1,2,1,1,2,0,0,0,0,0,0,0,1,2
ENFP661,EF01,"Haynes, Gerald Augustus",16,0,0,14,0,0,0,0,0,0,0,0,0,0,0,2
ENFP665,101,"Ryder, Noah Lael",17,8,4,1,1,0,1,0,0,0,0,0,0,0,0,2
ENGL101,1,"Baker, Benjamin J",18,0,4,0,1,3,1,0,0,0,0,0,0,1,1,7
ENGL101,2,"Dignan, Michael Lewis",18,1,3,0,1,0,4,0,0,1,0,0,1,2,2,3
ENGL101,101,"Baker, Benjamin J",19,1,6,0,2,0,1,0,0,0,0,0,0,0,2,7
ENGL101,102,"Lasky, Max Gregory",19,15,0,0,0,0,0,0,0,0,0,0,0,0,1,3
ENGL101,103,"Bellomo, Tonianne",8,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1
ENGL101,104,"Leroy, Tamar Dora",13,2,8,0,0,0,1,0,0,0,0,0,0,0,0,2
ENGL101,105,"Gill, Maggie Caroline",17,1,5,0,2,0,1,0,0,0,0,0,0,1,3,4
ENGL101,203,"Allen, Stephanie T.",17,3,6,1,0,0,1,0,0,0,0,0,0,0,1,5
ENGL101,204,"Islam, Sabrina",20,6,8,0,0,0,2,0,0,0,0,0,0,0,1,3
ENGL101,206,"Weiss, Joshua J",19,3,4,0,1,1,6,0,0,0,0,0,0,0,0,4
ENGL101,207,"Baker, Benjamin J",19,1,6,0,1,2,4,0,0,0,0,0,0,0,1,4
ENGL101,301,"Leroy, Tamar Dora",17,5,6,0,1,0,1,0,0,0,0,0,0,1,0,3
ENGL101,302,"Morrissey, Kristine O.",19,3,3,1,0,1,1,0,0,0,0,0,0,2,0,8
ENGL101,304,"Howell, Megan Heather",20,3,13,0,0,0,0,0,0,0,0,0,0,0,3,1
ENGL101,308,"Islam, Sabrina",19,4,9,0,1,0,2,0,0,0,0,0,0,1,0,2
ENGL101,309,"Allen, Stephanie T.",17,5,3,0,1,2,2,0,0,0,0,0,0,3,0,1
ENGL101,401,"Gill, Maggie Caroline",19,4,8,0,0,0,2,0,0,0,0,0,0,1,0,4
ENGL101,403,"Cote, Paul",19,11,4,1,0,0,1,0,0,0,0,0,0,0,0,2
ENGL101,404,"Bickoff, Kyle Jon",19,9,0,6,1,0,0,0,0,0,0,0,0,0,0,3
ENGL101,406,"Morrissey, Kristine O.",18,4,3,0,1,0,4,0,0,0,0,0,0,0,1,5
ENGL101,407,"Pugh, John Richard",19,8,2,0,1,0,0,0,0,0,0,0,0,3,1,4
ENGL101,501,"Baker, Benjamin J",20,0,1,0,1,2,1,0,0,1,0,0,0,1,2,11
ENGL101,502,"Hensley, Alannah",18,8,6,0,0,0,2,0,0,0,0,0,0,0,0,2
ENGL101,504,"Weiss, Joshua J",20,1,3,0,1,0,6,0,0,1,0,0,0,1,1,6
ENGL101,507,"Cote, Paul",19,7,2,0,1,1,0,0,0,0,0,0,0,2,1,5
ENGL101,601,"Catchmark, Elizabeth Rose",19,15,2,0,0,0,0,0,0,0,0,0,0,0,0,2
ENGL101,602,"Raoult, Thibault",17,5,1,0,3,0,2,0,0,0,0,0,0,1,0,5
ENGL101,603,"Murray-Daniels, Shonte Nicole",16,4,1,3,1,1,0,0,0,0,0,0,0,1,1,4
ENGL101,604,"Parsons, Hunter Ann",9,1,1,0,3,0,1,0,0,0,0,0,0,0,2,1
ENGL101,701,"Crawford, Nia Cara",17,2,0,0,1,0,2,0,0,0,0,0,0,1,1,10
ENGL101,702,"Cochran, Erica Nicole",12,0,2,1,0,0,0,0,0,2,0,0,0,1,0,6
ENGL101,1001,"Witte, Peter Henri",19,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0
ENGL101,1002,"Kerr, Kelsey Ann",12,3,3,1,0,0,1,0,0,0,0,0,0,1,1,2
ENGL101,1101,"Davis, Melvette Melvin",19,5,2,0,2,2,3,0,0,0,0,0,0,0,0,5
ENGL101,1102,"Buckley, Kathleen Elizabeth",19,4,6,0,2,0,2,0,0,0,0,0,0,1,0,4
ENGL101,1104,"Payne, Lara E.",19,10,8,0,0,0,0,0,0,0,0,0,0,0,1,0
ENGL101,1106,"Pittman, William Francis",19,12,1,0,0,0,0,0,0,0,0,0,0,1,0,5
ENGL101,1108,"Kerr, Kelsey Ann",19,10,4,0,1,0,2,0,0,0,0,0,0,1,0,1
ENGL101,1109,"Skudrna, Radford Joseph",19,4,8,1,1,0,2,0,0,1,0,0,0,0,0,2
ENGL101,1203,"Lohr, Justin Charles",20,2,4,0,3,0,4,0,0,0,0,0,0,0,1,6
ENGL101,1204,"Kerr, Kelsey Ann",18,4,8,0,0,0,3,0,0,0,0,0,0,0,1,2
ENGL101,1205,"Payne, Lara E.",19,11,4,0,0,0,0,0,0,0,0,0,0,0,0,4
ENGL101,1206,"Kolakoski, Mike K",19,6,4,6,0,0,1,0,0,0,0,0,0,0,0,2
ENGL101,1208,"Sharah, Jehane Deborah",20,9,5,0,0,0,0,0,0,0,0,0,0,0,1,5
ENGL101,1301,"Williams, Brandy Chanisa",19,13,3,0,0,0,0,0,0,0,0,0,0,0,2,1
ENGL101,1302,"Cuffy, Nicole A.",20,15,2,0,0,0,1,0,0,0,0,0,0,0,1,1
ENGL101,1303,"Sharah, Jehane Deborah",19,10,5,1,0,0,2,0,0,0,0,0,0,0,0,1
ENGL101,1304,"Skudrna, Radford Joseph",19,2,6,0,3,0,1,0,0,0,0,0,0,1,0,6
ENGL101,1305,"Pittman, William Francis",19,5,5,0,3,0,1,0,0,0,0,0,0,0,0,5
ENGL101,1401,"Cuffy, Nicole A.",19,15,2,0,0,0,0,0,0,0,0,0,0,1,0,1
ENGL101,1402,"Grimes, Maiasia Daesse",19,3,5,0,0,0,4,0,0,0,0,0,0,1,0,6
ENGL101,1403,"Buckley, Kathleen Elizabeth",20,1,6,0,1,1,1,0,0,0,0,0,0,2,1,7
ENGL101,1404,"Young, Dominique",20,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ENGL101,1405,"Kolakoski, Mike K",21,5,8,3,0,0,0,0,0,0,0,0,0,0,4,1
ENGL101,1601,"Cochran, Erica Nicole",18,1,2,1,4,0,0,0,0,0,0,0,0,1,0,9
ENGL101,1701,"Cochran, Erica Nicole",10,1,0,0,1,1,0,0,1,0,0,0,0,1,0,5
ENGL101,9001,"Allen, Amanda Marie",19,2,5,1,3,1,2,0,0,0,0,0,0,1,0,4
ENGL101,9002,"Pramschufer, Susan",19,3,3,0,0,1,2,0,0,0,0,0,0,2,0,8
ENGL101,9003,"Macintosh, John Andrew",19,5,10,0,0,0,0,0,0,0,0,0,0,0,0,4
ENGL101,9004,"Macintosh, John Andrew",19,10,4,0,1,0,1,0,0,0,0,0,0,0,0,3
ENGL101,9005,"Brookshire, David J.",21,9,5,2,0,0,0,0,0,0,0,0,0,0,1,4
ENGL101,9006,"Brookshire, David J.",19,7,2,1,1,0,1,0,0,0,0,0,0,0,0,7
ENGL101,9007,"Kim, John J",19,9,3,0,0,0,1,0,0,0,0,0,0,1,0,5
ENGL101,9008,"Allen, Amanda Marie",19,4,4,0,2,2,1,0,0,0,0,0,0,0,0,6
ENGL101,9009,"Allen, Amanda Marie",19,2,3,0,2,0,1,0,0,0,0,0,0,0,0,11
ENGL101,9010,"Allen, Amanda Marie",19,0,3,0,1,0,2,0,0,1,0,0,0,0,1,11
ENGL101,9011,"Flamm, Emily Lyons",19,3,8,0,0,0,2,0,0,0,0,0,0,3,0,3
ENGL101,9012,"Flamm, Emily Lyons",19,4,4,1,3,1,0,0,0,0,0,0,0,0,2,4
ENGL101,9013,"Leon, Roberto Sebastian",19,7,3,2,1,0,1,0,0,0,0,0,0,2,0,3
ENGL101,9014,"Lucci, Robert Raymond",20,8,5,0,2,0,4,0,0,0,0,0,0,0,1,0
ENGL101,9015,"Raysor, Tricia S",17,0,1,0,0,0,3,0,0,1,0,0,0,2,3,7
ENGL101,9016,"Faradji, Sara",19,4,7,1,1,1,1,0,0,0,0,0,0,0,0,4
ENGL101,9017,"Raysor, Tricia S",19,0,3,0,1,1,2,0,0,0,0,0,0,0,2,10
ENGL101,9018,"Raysor, Tricia S",19,0,4,0,1,1,4,0,0,0,0,0,0,0,1,8
ENGL101,9019,"Brookshire, David J.",19,8,3,2,0,0,2,0,0,0,0,0,0,0,0,4
ENGL101,9020,"Brookshire, David J.",20,14,1,2,0,0,0,1,0,0,0,0,0,0,1,1
ENGL101,9021,"Pramschufer, Susan",19,2,4,0,0,0,0,0,0,0,0,0,0,0,0,13
ENGL101,9022,"Waugh, Rachel Louise",19,9,3,2,0,0,0,0,0,0,0,0,0,0,0,5
ENGL101H,408,"Beaulieu, Steve Joseph",14,6,1,0,1,0,0,0,0,0,0,0,0,0,0,6
ENGL101S,109,"Quimby, Daniel Patrick",6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
ENGL101S,209,"Shibli, Ayesha Ahmad",6,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
ENGL101S,309,"Shibli, Ayesha Ahmad",8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ENGL101S,609,"Islam, Sabrina",18,7,6,0,0,0,2,0,0,0,0,0,0,1,0,2
ENGL101S,1109,"Joshi, Katherine",15,3,7,1,0,0,1,0,0,0,0,0,0,0,0,3
ENGL101S,1209,"Joshi, Katherine",11,2,5,0,1,0,1,0,0,0,0,0,0,0,0,2
ENGL101S,1309,"Kwon, Grace Dahye",6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3
ENGL101S,1409,"Brooks, Jesse Lee",11,2,0,2,0,0,3,0,0,0,0,0,0,2,0,2
ENGL101S,9001,"Bayly, Catherine Angelina",9,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ENGL101X,2003,"Pittman, William Francis",16,5,3,0,0,0,1,0,0,0,0,0,0,0,0,7
ENGL101X,2004,"Williams, Laura Camille",8,2,1,0,1,1,1,0,0,0,0,0,0,1,0,1
ENGL101X,2005,"Williams, Laura Camille",8,1,1,0,1,0,1,0,0,0,0,0,0,0,0,4
ENGL101X,2006,"Seamans, Marina Luray",9,1,2,0,0,1,0,0,0,0,0,0,0,0,0,5
ENGL125,101,"Collier, Michael R.",24,4,4,4,1,0,1,0,0,0,0,0,0,0,2,8
ENGL125,102,,22,6,4,6,0,0,1,0,0,0,0,0,0,0,1,4
ENGL125,103,,22,9,2,5,0,0,2,0,0,0,0,0,0,0,2,2
ENGL125,104,,22,6,6,7,0,0,1,0,0,0,0,0,0,0,0,2
ENGL125,105,,22,9,3,2,2,0,2,0,0,0,0,0,0,0,0,4
ENGL125,106,,22,11,6,3,0,0,0,0,0,0,0,0,0,0,1,1
ENGL142,101,"Ontiveros, Randy James",24,19,2,0,0,0,0,0,0,0,0,0,0,0,0,3
ENGL142,102,,24,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ENGL142,103,,25,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ENGL142,104,,24,20,1,0,1,0,0,0,0,0,0,0,0,0,0,2
ENGL146,101,"Konstantinou, Lee",24,10,3,0,1,0,2,0,0,0,0,0,0,0,1,7
ENGL146,102,,25,10,5,0,1,0,2,0,0,0,0,0,0,0,1,6
ENGL146,103,,24,3,9,0,0,0,1,0,0,0,0,0,0,0,0,11
ENGL146,104,,24,10,6,0,1,0,1,0,0,0,0,0,0,0,1,5
ENGL152,101,"Griswold, Jeffrey",24,14,2,2,2,1,0,0,0,1,0,0,0,0,0,2
ENGL152,201,"Griswold, Jeffrey",22,10,4,1,0,0,1,0,0,0,0,0,0,1,1,4
